date	datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
1999-10-14	1748	244.09108822896002	6.030840810416667	-0.3107261462500001	3.770348691
1999-10-15	1749	267.3405368172	10.147505697291667	4.469442226041667	4.1715438465
1999-10-16	1750	206.48707264728	14.305006918333333	10.576893844083333	4.2201337534166665
1999-10-17	1751	224.61602536512	6.909583027875	0.9334808111249998	4.487074620708333
1999-10-18	1752	213.49418307912	5.279175059041667	-0.7121819347083334	2.3809806200416666
1999-10-19	1753	231.45515751024	7.718750254	0.8745024819166665	3.39181661975
1999-10-20	1754	191.269078576992	5.9800061544166665	-0.8937722146666667	3.6824916139166666
1999-10-21	1755	236.10448732550404	7.353342946083333	0.5144648965833335	4.897787020041666
1999-10-22	1756	216.502562828088	7.985428110958334	0.21276794554166675	8.070628319625
1999-10-23	1757	216.57671769024	3.532919820125	-3.660675198625	8.385580350916667
1999-10-24	1758	253.65038543208001	2.2783396402083333	-5.177139083291666	3.5431552732083333
1999-10-25	1759	243.50969806272002	5.022504425125	-2.9351717985416665	5.1281231345
1999-10-26	1760	237.87741961008	7.376261647833333	-1.9320725055833334	3.8222762472916667
1999-10-27	1761	237.61886461272002	6.705008443125	-0.4263880162916668	4.206702462416667
1999-10-28	1762	214.05304962936003	10.3979265845	3.94726165475	3.4006510024583334
1999-10-29	1763	150.01228866456	10.572087860125	6.134537731458333	3.3003466135416666
1999-10-30	1764	219.89318554008003	15.6566711425	9.207751864666667	5.307804711583334
1999-10-31	1765	238.8737587038887	12.271742316217392	6.58302562447826	3.0935866913043477
1999-11-01	1766	186.40692196848002	11.64001363125	4.689961184916667	4.902777057625
1999-11-02	1767	154.80964929888	5.012504831875	-3.7424450474583333	7.298226912291667
1999-11-03	1768	205.58505597768	0.8558377585	-8.06370614675	4.035692651833333
1999-11-04	1769	202.86676950048002	2.5712587995833336	-6.959597234249999	3.752538508958333
1999-11-05	1770	178.14851862120003	6.825832621708334	-0.65542620787500006	4.934697079208333
1999-11-06	1771	193.7323435284	4.84333699575	-5.201493003083334	2.6619194652083333
1999-11-07	1772	187.33463827848001	5.259589131875	-6.080471141958333	2.1733154971666666
1999-11-08	1773	185.35449765672	8.642097727458333	0.5661062942083335	4.347308393583333
1999-11-09	1774	180.62481898800002	14.367926534958332	9.228624861958334	5.756212169666667
1999-11-10	1775	115.47720058464	12.1645879125	7.934641157333334	3.8645318157916666
1999-11-11	1776	177.47553845232	4.76958745325	1.2505612329166667	3.5516759579583335
1999-11-12	1777	173.43863677152	6.870422617333333	2.482116664	3.3728292070416668
1999-11-13	1778	172.70070844392	10.150841013041667	4.016715421374999	3.869064731
1999-11-14	1779	176.1258942036	7.963343556791667	1.0855412679583334	6.250337987416667
1999-11-15	1780	154.14199303536	1.601675923625	-4.6913859264583335	3.24720693275
