datetime,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Air_Temperature_celsius,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay,Surface_Level_Barometric_Pressure_pascal
2022-03-17T19:00:00Z,48,-999,-8.9,91.1,0.3,-999,-999,98393
2022-03-17T20:00:00Z,1,-999,-9.9,93.9,0.1,-999,-999,98393
2022-03-17T21:00:00Z,-1,-999,-10.7,93.8,0.1,-999,-999,98393
2022-03-17T22:00:00Z,-2,-999,-11.2,87.8,0.5,-999,-999,98393
2022-03-18T00:00:00Z,-2,-999,-11.5,81.9,1.6,-999,-999,98393
2022-03-18T01:00:00Z,-2,-999,-11.6,83.2,3.6,-999,-999,98393
2022-03-18T02:00:00Z,-2,-999,-11.2,81.5,5.7,-999,-999,98393
2022-03-18T03:00:00Z,-2,-999,-11.2,80.8,5.8,-999,-999,98393
2022-03-18T04:00:00Z,-2,-999,-11.1,80.3,5.7,-999,-999,98393
2022-03-18T05:00:00Z,-2,-999,-11,75.7,5.6,-999,-999,98393
2022-03-18T06:00:00Z,-3,-999,-10.8,69.1,5.7,-999,-999,98393
2022-03-18T07:00:00Z,-3,-999,-10.8,63.9,4.2,-999,-999,98393
2022-03-18T08:00:00Z,10,-999,-10.7,59.1,3.1,-999,-999,98393
2022-03-18T09:00:00Z,32,-999,-10.1,53.3,3.5,-999,-999,98393
2022-03-18T10:00:00Z,49,-999,-9.6,50,2.9,-999,-999,98393
2022-03-18T11:00:00Z,269,-999,-8,48.4,3.3,-999,-999,98393
2022-03-18T12:00:00Z,721,-999,-4.8,42.4,4.8,-999,-999,98393
2022-03-18T13:00:00Z,814,-999,-4.4,46.8,4.8,-999,-999,98393
2022-03-18T14:00:00Z,812,-999,-4.6,51.7,6,-999,-999,98393
2022-03-18T15:00:00Z,714,-999,-4.5,54.1,5.9,-999,-999,98393
2022-03-18T16:00:00Z,664,-999,-4.2,50.9,6,-999,-999,98393
2022-03-18T17:00:00Z,287,-999,-5.6,50.8,5.9,-999,-999,98393
2022-03-18T18:00:00Z,52,-999,-6.6,53.3,6.5,-999,-999,98393
2022-03-18T19:00:00Z,25,-999,-6.9,50,6.9,-999,-999,98393
2022-03-18T20:00:00Z,-1,-999,-7.4,55.7,8.4,-999,-999,98393
2022-03-18T21:00:00Z,-2,-999,-7.2,60.9,9.3,-999,-999,98393
2022-03-18T22:00:00Z,-3,-999,-7.2,64.1,8.9,-999,-999,98393
2022-03-18T23:00:00Z,-2,-999,-7,62.6,9.4,-999,-999,98393
2022-03-19T00:00:00Z,-3,-999,-6.8,58.8,8.3,-999,-999,98393
2022-03-19T01:00:00Z,-2,-999,-6.9,59.6,7.8,-999,-999,98393
2022-03-19T02:00:00Z,-1,-999,-7.1,64.5,7.9,-999,-999,98393
2022-03-19T03:00:00Z,-1,-999,-7,66.3,8.5,-999,-999,98393
2022-03-19T04:00:00Z,-2,-999,-7,67,8.8,-999,-999,98393
2022-03-19T05:00:00Z,-2,-999,-7.4,67.5,8.7,-999,-999,98393
2022-03-19T06:00:00Z,-2,-999,-7.4,68.4,8.1,-999,-999,98393
2022-03-19T07:00:00Z,-1,-999,-7.2,71.3,9.4,-999,-999,98393
2022-03-19T08:00:00Z,16,-999,-7,66.9,9.6,-999,-999,98393
2022-03-19T10:00:00Z,69,-999,-6.2,56.7,8.3,-999,-999,98393
2022-03-19T11:00:00Z,280,-999,-5,51.1,6.5,-999,-999,98393
2022-03-19T12:00:00Z,720,-999,-2.2,42.1,6,-999,-999,98393
2022-03-19T13:00:00Z,822,-999,-0.4,34.7,5.6,-999,-999,98393
2022-03-19T14:00:00Z,824,-999,0.6,32.6,5.3,-999,-999,98393
2022-03-19T15:00:00Z,739,-999,1.5,31.6,4.4,-999,-999,98393
2022-03-19T16:00:00Z,594,-999,1.8,31.5,3.5,-999,-999,98393
2022-03-19T17:00:00Z,259,-999,0.3,33.1,3.3,-999,-999,98393
2022-03-19T18:00:00Z,112,-999,-0.9,31.8,5.1,-999,-999,98393
2022-03-19T19:00:00Z,47,-999,-1.2,32.8,4.6,-999,-999,98393
2022-03-19T21:00:00Z,-3,-999,-1.7,35.5,2.5,-999,-999,98393
2022-03-19T22:00:00Z,-3,-999,-1.7,36,3,-999,-999,98393
2022-03-19T23:00:00Z,-4,-999,-2,37.4,6.1,-999,-999,98393
2022-03-20T01:00:00Z,-3,-999,-2.4,39.4,6.7,-999,-999,98393
2022-03-20T02:00:00Z,-3,-999,-2.3,37.9,8.6,-999,-999,98393
2022-03-20T03:00:00Z,-3,-999,-2.1,36.9,8.1,-999,-999,98393
2022-03-20T05:00:00Z,-4,-999,-1.5,36.3,8.1,-999,-999,98393
2022-03-20T06:00:00Z,-3,-999,-1.3,35,7.8,-999,-999,98393
2022-03-20T07:00:00Z,-3,-999,-1.3,34.1,7.4,-999,-999,98393
2022-03-20T08:00:00Z,26,-999,-1.2,34.6,8.2,-999,-999,98393
2022-03-20T10:00:00Z,54,-999,-1.2,34.2,9.4,-999,-999,98393
2022-03-20T12:00:00Z,752,-999,1.8,29,7.3,-999,-999,98393
2022-03-20T13:00:00Z,806,-999,2.8,28.3,5.4,-999,-999,98393
2022-03-20T14:00:00Z,529,-999,2.4,30.1,4.5,-999,-999,98393
2022-03-20T15:00:00Z,298,-999,1.6,32.8,3.9,-999,-999,98393
2022-03-20T16:00:00Z,216,-999,0.6,42.8,2.6,-999,-999,98393
2022-03-20T17:00:00Z,255,-999,1.9,39.5,1.3,-999,-999,98393
2022-03-20T18:00:00Z,109,-999,1,41.4,1.2,-999,-999,98393
2022-03-20T19:00:00Z,19,-999,-0.7,52.9,1.9,-999,-999,98393
2022-03-20T20:00:00Z,0,-999,-1.3,54.9,1.7,-999,-999,98393
2022-03-20T21:00:00Z,-3,-999,-1.8,57.1,1.8,-999,-999,98393
2022-03-20T22:00:00Z,-3,-999,-2,55.6,2.3,-999,-999,98393
2022-03-20T23:00:00Z,-3,-999,-2.3,57.8,2.3,-999,-999,98393
2022-03-21T00:00:00Z,-2,-999,-2.9,63.1,1,-999,-999,98393
2022-03-21T01:00:00Z,-2,-999,-2.4,59.3,3.9,-999,-999,98393
2022-03-21T02:00:00Z,-2,-999,-2.5,59.2,3.4,-999,-999,98393
2022-03-21T03:00:00Z,-1,-999,-2.9,61.9,1.6,-999,-999,98393
2022-03-21T04:00:00Z,-2,-999,-3.6,65.2,1.8,-999,-999,98393
2022-03-21T05:00:00Z,-1,-999,-3.7,71.4,1.9,-999,-999,98393
2022-03-21T06:00:00Z,-1,-999,-4.4,77.2,1.3,-999,-999,98393
2022-03-21T07:00:00Z,-1,-999,-5.2,84.7,0,-999,-999,98393
2022-03-21T08:00:00Z,11,-999,-5.5,93.2,0.1,-999,-999,98393
2022-03-21T09:00:00Z,88,-999,-5.1,93.2,1.2,-999,-999,98393
2022-03-21T10:00:00Z,217,-999,-4.7,88.3,2.5,-999,-999,98393
2022-03-21T11:00:00Z,312,-999,-3.7,83,1.3,-999,-999,98393
2022-03-21T12:00:00Z,205,-999,-4.8,88.2,2.7,-999,-999,98393
2022-03-21T14:00:00Z,283,-999,-4.5,88.2,3.2,-999,-999,98393
2022-03-21T15:00:00Z,263,-999,-4.9,88.1,2.2,-999,-999,98393
2022-03-21T17:00:00Z,204,-999,-5.4,88.4,2.5,-999,-999,98393
2022-03-21T18:00:00Z,84,-999,-6.2,92.1,0.5,-999,-999,98393
2022-03-21T19:00:00Z,34,-999,-7.3,93.7,0.2,-999,-999,98393
2022-03-21T20:00:00Z,1,-999,-9.1,94.1,0,-999,-999,98393
2022-03-21T21:00:00Z,-2,-999,-11.8,90.7,0.1,-999,-999,98393
2022-03-21T22:00:00Z,-3,-999,-14,88.8,0.2,-999,-999,98393
2022-03-21T23:00:00Z,-3,-999,-14.7,87.1,0.2,-999,-999,98393
2022-03-22T00:00:00Z,-3,-999,-15.1,86.1,0.4,-999,-999,98393
2022-03-22T01:00:00Z,-3,-999,-15.8,84.1,0.4,-999,-999,98393
2022-03-22T03:00:00Z,-3,-999,-13.7,68.3,1.8,-999,-999,98393
2022-03-22T05:00:00Z,-3,-999,-12.1,64.5,2,-999,-999,98393
2022-03-22T07:00:00Z,-4,-999,-12.2,64.4,2.7,-999,-999,98393
2022-03-22T08:00:00Z,13,-999,-13.3,71.4,2.6,-999,-999,98393
2022-03-22T09:00:00Z,65,-999,-11.5,67.6,4.6,-999,-999,98393
2022-03-22T10:00:00Z,238,-999,-10.5,65.8,4.4,-999,-999,98393
2022-03-22T11:00:00Z,193,-999,-10.3,72.6,3.2,-999,-999,98393
2022-03-22T12:00:00Z,424,-999,-8.9,70.8,3.5,-999,-999,98393
2022-03-22T14:00:00Z,452,-999,-8.2,64.9,5.4,-999,-999,98393
2022-03-22T15:00:00Z,435,-999,-7.7,64.8,3.9,-999,-999,98393
2022-03-22T16:00:00Z,284,-999,-8.4,67.7,6.7,-999,-999,98393
2022-03-22T17:00:00Z,126,-999,-9.8,78.8,6.4,-999,-999,98393
2022-03-22T18:00:00Z,107,-999,-9.7,76.1,3.3,-999,-999,98393
2022-03-22T19:00:00Z,44,-999,-10.2,78.4,2.6,-999,-999,98393
2022-03-22T20:00:00Z,0,-999,-10.9,81.1,1,-999,-999,98393
2022-03-22T21:00:00Z,-2,-999,-11.1,72.2,2.5,-999,-999,98393
2022-03-22T22:00:00Z,-2,-999,-11,73.4,4.9,-999,-999,98393
2022-03-22T23:00:00Z,-4,-999,-10.8,65.4,4.5,-999,-999,98393
2022-03-23T00:00:00Z,-4,-999,-10.6,60.7,5.5,-999,-999,98393
2022-03-23T01:00:00Z,-4,-999,-10.2,55.4,6.7,-999,-999,98393
2022-03-23T02:00:00Z,-4,-999,-9.2,42.6,7.8,-999,-999,98393
2022-03-23T04:00:00Z,-4,-999,-8,32.4,8.3,-999,-999,98393
2022-03-23T05:00:00Z,-4,-999,-8.1,33.1,5.9,-999,-999,98393
2022-03-23T06:00:00Z,-4,-999,-9.3,36.5,2.5,-999,-999,98393
2022-03-23T07:00:00Z,-4,-999,-9.5,41.8,4.1,-999,-999,98393
2022-03-23T08:00:00Z,12,-999,-9.3,43.2,3.9,-999,-999,98393
2022-03-23T09:00:00Z,30,-999,-7.8,31.1,7.7,-999,-999,98393
2022-03-23T10:00:00Z,40,-999,-7.8,32.1,8.6,-999,-999,98393
2022-03-23T11:00:00Z,358,-999,-6.6,35.1,7.8,-999,-999,98393
2022-03-23T12:00:00Z,763,-999,-4.3,33.7,7.8,-999,-999,98393
2022-03-23T13:00:00Z,848,-999,-2.7,30.1,6.9,-999,-999,98393
2022-03-23T14:00:00Z,871,-999,-0.4,23.6,4.7,-999,-999,98393
2022-03-23T15:00:00Z,823,-999,-0.1,23.8,4.7,-999,-999,98393
2022-03-23T16:00:00Z,707,-999,0.2,32.3,3,-999,-999,98393
2022-03-23T17:00:00Z,284,-999,-1.9,41.9,3.4,-999,-999,98393
2022-03-23T18:00:00Z,25,-999,-4,44.4,4,-999,-999,98393
2022-03-23T19:00:00Z,12,-999,-3.8,38.2,4,-999,-999,98393
2022-03-23T20:00:00Z,0,-999,-4.2,36.9,3.6,-999,-999,98393
2022-03-23T21:00:00Z,-3,-999,-4.2,40.9,5.5,-999,-999,98393
2022-03-23T22:00:00Z,-3,-999,-4.4,45.6,4.1,-999,-999,98393
2022-03-23T23:00:00Z,-3,-999,-3.2,46.6,7.9,-999,-999,98393
2022-03-24T00:00:00Z,-4,-999,-2.7,50.7,10.2,-999,-999,98393
2022-03-24T01:00:00Z,-4,-999,-3.2,56.6,7.5,-999,-999,98393
2022-03-24T02:00:00Z,-3,-999,-3.7,61.1,4.9,-999,-999,98393
2022-03-24T03:00:00Z,-2,-999,-3.3,63.3,4.3,-999,-999,98393
2022-03-24T04:00:00Z,-2,-999,-3,61.9,4.7,-999,-999,98393
2022-03-24T06:00:00Z,-2,-999,-3.7,72.1,6.4,-999,-999,98393
2022-03-24T07:00:00Z,0,-999,-3.6,72.2,6.8,-999,-999,98393
2022-03-24T08:00:00Z,58,-999,-3.6,69.8,7.9,-999,-999,98393
2022-03-24T09:00:00Z,88,-999,-3.7,68.8,7.3,-999,-999,98393
2022-03-24T11:00:00Z,165,-999,-3.1,64,5.7,-999,-999,98393
2022-03-24T12:00:00Z,585,-999,-0.3,55.5,4.5,-999,-999,98393
2022-03-24T16:00:00Z,688,-999,2.9,47.3,5.8,-999,-999,98393
2022-03-24T17:00:00Z,284,-999,1.6,53.8,6.2,-999,-999,98393
2022-03-24T19:00:00Z,20,-999,0.2,56.7,6.5,-999,-999,98393
2022-03-24T20:00:00Z,-1,-999,-0.1,59.4,6.3,-999,-999,98393
2022-03-24T22:00:00Z,-1,-999,0.1,64.5,6.2,-999,-999,98393
2022-03-24T23:00:00Z,-3,-999,0.1,64.5,7.7,-999,-999,98393
2022-03-25T01:00:00Z,-3,-999,-0.5,59.5,4.8,-999,-999,98393
2022-03-25T02:00:00Z,-3,-999,-1.7,63,2.2,-999,-999,98393
2022-03-25T03:00:00Z,-3,-999,-1.7,59.7,5.4,-999,-999,98393
2022-03-25T04:00:00Z,-3,-999,-1.8,57.6,6,-999,-999,98393
2022-03-25T05:00:00Z,-3,-999,-1.8,53,5.8,-999,-999,98393
2022-03-25T06:00:00Z,-3,-999,-1.8,49.6,5.6,-999,-999,98393
2022-03-25T07:00:00Z,-3,-999,-2.2,50.4,5.5,-999,-999,98393
2022-03-25T08:00:00Z,16,-999,-2.8,58.7,5.7,-999,-999,98393
2022-03-25T09:00:00Z,37,-999,-2.4,57.9,6.3,-999,-999,98393
2022-03-25T10:00:00Z,50,-999,-1.9,56.1,5.8,-999,-999,98393
2022-03-25T11:00:00Z,371,-999,0.2,50.5,5.6,-999,-999,98393
2022-03-25T12:00:00Z,757,-999,2.7,42.9,6.3,-999,-999,98393
2022-03-25T13:00:00Z,841,-999,3.9,37.6,6,-999,-999,98393
2022-03-25T14:00:00Z,859,-999,4.9,36.6,5.2,-999,-999,98393
2022-03-25T15:00:00Z,809,-999,5.1,34.6,6,-999,-999,98393
2022-03-25T16:00:00Z,686,-999,5.6,31.5,4.7,-999,-999,98393
2022-03-25T17:00:00Z,312,-999,4,32.8,5.5,-999,-999,98393
2022-03-25T19:00:00Z,21,-999,2.1,38,5.1,-999,-999,98393
2022-03-25T20:00:00Z,-1,-999,2.1,36.4,6.5,-999,-999,98393
2022-03-25T21:00:00Z,-3,-999,2.6,34.4,7.3,-999,-999,98393
2022-03-25T22:00:00Z,-3,-999,2.5,35.5,6.4,-999,-999,98393
2022-03-25T23:00:00Z,-2,-999,2.3,37.7,5.4,-999,-999,98393
2022-03-26T00:00:00Z,-2,-999,2,45.2,5.9,-999,-999,98393
2022-03-26T01:00:00Z,-3,-999,1.9,49.2,6.6,-999,-999,98393
2022-03-26T02:00:00Z,-3,-999,1.9,50.5,6.9,-999,-999,98393
2022-03-26T03:00:00Z,-3,-999,1.6,52.7,6.7,-999,-999,98393
2022-03-26T04:00:00Z,-3,-999,1.6,51,6.2,-999,-999,98393
2022-03-26T05:00:00Z,-3,-999,1.9,47.8,5.8,-999,-999,98393
2022-03-26T07:00:00Z,-2,-999,2.1,47.8,8,-999,-999,98393
2022-03-26T08:00:00Z,15,-999,2,52.5,7.7,-999,-999,98393
2022-03-26T09:00:00Z,35,-999,2.2,53.9,8.7,-999,-999,98393
2022-03-26T10:00:00Z,47,-999,2.7,52,7.7,-999,-999,98393
2022-03-26T11:00:00Z,407,-999,5.3,43.9,6,-999,-999,98393
2022-03-26T12:00:00Z,762,-999,7.5,36.3,5.2,-999,-999,98393
2022-03-26T13:00:00Z,746,-999,8.2,34,4.9,-999,-999,98393
2022-03-26T14:00:00Z,524,-999,7.9,34.6,4.4,-999,-999,98393
2022-03-26T16:00:00Z,547,-999,8.3,32.6,5.3,-999,-999,98393
2022-03-26T17:00:00Z,264,-999,7.5,33.2,5.3,-999,-999,98393
2022-03-26T18:00:00Z,76,-999,6.7,33.9,5.6,-999,-999,98393
2022-03-26T19:00:00Z,44,-999,6.4,35.3,5.8,-999,-999,98393
2022-03-26T20:00:00Z,0,-999,5.8,39,6.3,-999,-999,98393
2022-03-26T21:00:00Z,-3,-999,5.3,41.4,5.8,-999,-999,98393
2022-03-26T22:00:00Z,-3,-999,5.1,40.9,5.2,-999,-999,98393
2022-03-26T23:00:00Z,-3,-999,4.7,38,4.9,-999,-999,98393
2022-03-27T00:00:00Z,-4,-999,4.4,38.5,4.7,-999,-999,98393
2022-03-27T01:00:00Z,-4,-999,3.6,40,4,-999,-999,98393
2022-03-27T02:00:00Z,-4,-999,3.4,40.6,4.1,-999,-999,98393
2022-03-27T03:00:00Z,-3,-999,3.6,39,5,-999,-999,98393
2022-03-27T04:00:00Z,-3,-999,3.8,37,6.3,-999,-999,98393
2022-03-27T05:00:00Z,-4,-999,4.1,36.7,6.4,-999,-999,98393
2022-03-27T06:00:00Z,-4,-999,4,36.9,5.9,-999,-999,98393
2022-03-27T07:00:00Z,-3,-999,3.8,36.5,5.9,-999,-999,98393
2022-03-27T08:00:00Z,11,-999,3.8,34,5.3,-999,-999,98393
2022-03-27T09:00:00Z,22,-999,3.4,34,4.5,-999,-999,98393
2022-03-27T10:00:00Z,41,-999,3.6,32.4,5.2,-999,-999,98393
2022-03-27T11:00:00Z,221,-999,4.9,30.7,4.9,-999,-999,98393
2022-03-27T12:00:00Z,734,-999,7.8,27.4,5.1,-999,-999,98393
2022-03-27T13:00:00Z,876,-999,9,26.4,5.5,-999,-999,98393
2022-03-27T15:00:00Z,836,-999,9.6,25.8,5.7,-999,-999,98393
2022-03-27T16:00:00Z,702,-999,9.3,26.3,7.2,-999,-999,98393
2022-03-27T17:00:00Z,270,-999,8.2,28.4,6.2,-999,-999,98393
2022-03-27T18:00:00Z,52,-999,7.5,29.4,5.3,-999,-999,98393
2022-03-27T20:00:00Z,1,-999,6.8,29.9,3.1,-999,-999,98393
2022-03-27T21:00:00Z,-4,-999,6.7,30.8,5.1,-999,-999,98393
2022-03-27T22:00:00Z,-4,-999,6.4,32.7,5.6,-999,-999,98393
2022-03-27T23:00:00Z,-4,-999,6.1,33.8,6.6,-999,-999,98393
2022-03-28T00:00:00Z,-4,-999,5.6,28.8,6.9,-999,-999,98393
2022-03-28T01:00:00Z,-4,-999,5.2,25.8,7.1,-999,-999,98393
2022-03-28T02:00:00Z,-4,-999,5.2,25,8.5,-999,-999,98393
2022-03-28T03:00:00Z,-4,-999,5,25.1,8.6,-999,-999,98393
2022-03-28T04:00:00Z,-4,-999,4.9,24.8,8.8,-999,-999,98393
2022-03-28T05:00:00Z,-4,-999,4.6,25.6,9.6,-999,-999,98393
2022-03-28T07:00:00Z,-3,-999,4,26.4,14.4,-999,-999,98393
2022-03-28T08:00:00Z,12,-999,3.5,27,12,-999,-999,98393
2022-03-28T09:00:00Z,43,-999,3.6,26.1,11.5,-999,-999,98393
2022-03-28T10:00:00Z,90,-999,3.7,26.9,9.2,-999,-999,98393
2022-03-28T11:00:00Z,160,-999,4.1,26.7,9,-999,-999,98393
2022-03-28T12:00:00Z,756,-999,6.1,25,8.7,-999,-999,98393
2022-03-28T13:00:00Z,840,-999,6.8,22.6,8.6,-999,-999,98393
2022-03-28T15:00:00Z,833,-999,7.7,23.4,6.8,-999,-999,98393
2022-03-28T16:00:00Z,722,-999,8.1,22.3,6.7,-999,-999,98393
2022-03-28T17:00:00Z,363,-999,7.2,23.5,4.8,-999,-999,98393
2022-03-28T18:00:00Z,119,-999,6.2,26.3,3.8,-999,-999,98393
2022-03-28T19:00:00Z,53,-999,5.8,28.2,2.2,-999,-999,98393
2022-03-28T20:00:00Z,2,-999,4.7,32.1,1.5,-999,-999,98393
2022-03-28T21:00:00Z,-2,-999,4.6,31.9,2,-999,-999,98393
2022-03-28T23:00:00Z,-2,-999,3.7,34.1,3.5,-999,-999,98393
2022-03-29T00:00:00Z,-3,-999,3,38.2,5.2,-999,-999,98393
2022-03-29T01:00:00Z,-2,-999,1.3,51.4,5.8,-999,-999,98393
2022-03-29T02:00:00Z,-2,-999,0.4,59.2,6,-999,-999,98393
2022-03-29T03:00:00Z,-1,-999,-0.4,68,6.2,-999,-999,98393
2022-03-29T04:00:00Z,-1,-999,-0.8,71.4,5.5,-999,-999,98393
2022-03-29T05:00:00Z,-1,-999,-1.1,73.3,4.4,-999,-999,98393
2022-03-29T07:00:00Z,0,-999,-1.2,75.4,5.9,-999,-999,98393
2022-03-29T08:00:00Z,18,-999,-1.4,76.2,7.8,-999,-999,98393
2022-03-29T09:00:00Z,64,-999,-1.6,78.4,5.1,-999,-999,98393
2022-03-29T10:00:00Z,138,-999,-1.1,75.1,4.3,-999,-999,98393
2022-03-29T11:00:00Z,227,-999,-0.3,70.8,3.8,-999,-999,98393
2022-03-29T12:00:00Z,248,-999,-0.2,73.3,3,-999,-999,98393
2022-03-29T13:00:00Z,332,-999,0.9,67.9,2.5,-999,-999,98393
2022-03-29T14:00:00Z,257,-999,-0.7,85.2,2.1,-999,-999,98393
2022-03-29T15:00:00Z,230,-999,0.1,81.3,1.5,-999,-999,98393
2022-03-29T16:00:00Z,186,-999,-0.4,83.1,1.9,-999,-999,98393
2022-03-29T17:00:00Z,206,-999,-0.7,75.3,4.6,-999,-999,98393
2022-03-29T18:00:00Z,74,-999,-1.6,81.6,3.8,-999,-999,98393
2022-03-29T19:00:00Z,23,-999,-3.2,93.3,3,-999,-999,98393
2022-03-29T21:00:00Z,-3,-999,-4.7,88.3,1.4,-999,-999,98393
2022-03-29T22:00:00Z,-4,-999,-5,81.2,0.9,-999,-999,98393
2022-03-29T23:00:00Z,-2,-999,-6.1,89.4,0,-999,-999,98393
2022-03-30T00:00:00Z,-1,-999,-7.2,93.1,0,-999,-999,98393
2022-03-30T01:00:00Z,-2,-999,-8,91.1,0,-999,-999,98393
2022-03-30T02:00:00Z,-4,-999,-7.4,82.3,1.1,-999,-999,98393
2022-03-30T03:00:00Z,-3,-999,-7.2,82.3,1.4,-999,-999,98393
2022-03-30T04:00:00Z,-4,-999,-6.9,79.2,3.6,-999,-999,98393
2022-03-30T05:00:00Z,-3,-999,-7.3,79.2,3.5,-999,-999,98393
2022-03-30T06:00:00Z,-3,-999,-7.7,77.1,4.8,-999,-999,98393
2022-03-30T07:00:00Z,-2,-999,-7.9,72.2,4.3,-999,-999,98393
2022-03-30T08:00:00Z,26,-999,-8.3,71.1,4.2,-999,-999,98393
2022-03-30T09:00:00Z,108,-999,-8.5,70.5,5.3,-999,-999,98393
2022-03-30T10:00:00Z,187,-999,-8.2,62.9,5.3,-999,-999,98393
2022-03-30T11:00:00Z,521,-999,-7,55.9,5.1,-999,-999,98393
2022-03-30T12:00:00Z,814,-999,-5.9,43.7,5,-999,-999,98393
2022-03-30T14:00:00Z,573,-999,-7.1,46.5,5.3,-999,-999,98393
2022-03-30T15:00:00Z,440,-999,-7.9,52.8,6.7,-999,-999,98393
2022-03-30T16:00:00Z,495,-999,-6.9,55.3,7.5,-999,-999,98393
2022-03-30T17:00:00Z,164,-999,-7.3,62.7,6,-999,-999,98393
2022-03-30T18:00:00Z,54,-999,-7.5,66.2,8.2,-999,-999,98393
2022-03-30T19:00:00Z,20,-999,-7.4,66.6,6.3,-999,-999,98393
2022-03-30T20:00:00Z,2,-999,-7.5,70.4,5.2,-999,-999,98393
2022-03-30T21:00:00Z,-3,-999,-7.1,57.6,6.8,-999,-999,98393
2022-03-31T00:00:00Z,-4,-999,-6.3,32,2.2,-999,-999,98393
2022-03-31T02:00:00Z,-4,-999,-5.4,31.6,7.2,-999,-999,98393
2022-03-31T03:00:00Z,-4,-999,-6.5,40.7,4.7,-999,-999,98393
2022-03-31T04:00:00Z,-3,-999,-6.6,39,4.1,-999,-999,98393
2022-03-31T05:00:00Z,-3,-999,-6.7,45.7,2.9,-999,-999,98393
2022-03-31T07:00:00Z,-2,-999,-7.2,48.4,1.2,-999,-999,98393
2022-03-31T08:00:00Z,16,-999,-5.6,43,1.4,-999,-999,98393
2022-03-31T09:00:00Z,41,-999,-5.9,44.8,1.6,-999,-999,98393
2022-03-31T10:00:00Z,58,-999,-4.7,44.1,4.3,-999,-999,98393
2022-03-31T11:00:00Z,514,-999,-0.2,30.5,2.9,-999,-999,98393
2022-03-31T12:00:00Z,796,-999,2.4,25.7,3.6,-999,-999,98393
2022-03-31T13:00:00Z,864,-999,2.7,27.3,3.5,-999,-999,98393
2022-03-31T14:00:00Z,909,-999,2.8,31.9,4.1,-999,-999,98393
2022-03-31T15:00:00Z,790,-999,2.6,31.2,4.5,-999,-999,98393
2022-03-31T16:00:00Z,646,-999,1.9,31.4,5.9,-999,-999,98393
2022-03-31T17:00:00Z,340,-999,0.6,30.7,7.3,-999,-999,98393
2022-03-31T18:00:00Z,148,-999,0,36.4,5.6,-999,-999,98393
2022-03-31T19:00:00Z,63,-999,-0.5,38.4,6.2,-999,-999,98393
2022-03-31T20:00:00Z,3,-999,-0.8,41.5,7.6,-999,-999,98393
2022-03-31T21:00:00Z,-3,-999,-1.1,46.8,7.7,-999,-999,98393
2022-03-31T22:00:00Z,-2,-999,-2.4,64.6,8.1,-999,-999,98393
2022-03-31T23:00:00Z,-1,-999,-3,74.5,6,-999,-999,98393
2022-04-01T00:00:00Z,-1,-999,-3,73.7,5.7,-999,-999,98393
2022-04-01T02:00:00Z,0,-999,-3.5,82.3,5.7,-999,-999,98393
2022-04-01T03:00:00Z,-1,-999,-3.6,80.1,6.3,-999,-999,98393
2022-04-01T04:00:00Z,0,-999,-4.2,82.8,3.7,-999,-999,98393
2022-04-01T05:00:00Z,0,-999,-5.2,81.9,5.5,-999,-999,98393
2022-04-01T08:00:00Z,15,-999,-6.8,74.1,6.7,-999,-999,98393
2022-04-01T09:00:00Z,71,-999,-6.9,72.6,4.9,-999,-999,98393
2022-04-01T10:00:00Z,155,-999,-6.8,66.1,6.3,-999,-999,98393
2022-04-01T12:00:00Z,831,-999,-2.8,47,5.9,-999,-999,98393
2022-04-01T13:00:00Z,906,-999,-1.7,46.4,5.7,-999,-999,98393
2022-04-01T14:00:00Z,788,-999,-1.6,49.5,5.4,-999,-999,98393
2022-04-01T15:00:00Z,859,-999,-1.6,49.2,6.6,-999,-999,98393
2022-04-01T16:00:00Z,737,-999,-1.1,41.7,7.5,-999,-999,98393
2022-04-01T17:00:00Z,399,-999,-1.9,35.8,9.1,-999,-999,98393
2022-04-01T18:00:00Z,46,-999,-3.1,41.4,9.4,-999,-999,98393
2022-04-01T19:00:00Z,25,-999,-3.3,45.2,9.2,-999,-999,98393
2022-04-01T20:00:00Z,2,-999,-3.4,49.4,8.5,-999,-999,98393
2022-04-01T21:00:00Z,-3,-999,-3.5,54.5,9.7,-999,-999,98393
2022-04-01T22:00:00Z,-3,-999,-3.2,51.6,9.4,-999,-999,98393
2022-04-01T23:00:00Z,-3,-999,-3.1,51,8.9,-999,-999,98393
2022-04-02T00:00:00Z,-3,-999,-3,55.6,8.4,-999,-999,98393
2022-04-02T01:00:00Z,-3,-999,-3.2,57.9,8,-999,-999,98393
2022-04-02T02:00:00Z,-3,-999,-3.2,57.1,8.4,-999,-999,98393
2022-04-02T03:00:00Z,-3,-999,-3.3,57.2,9.7,-999,-999,98393
2022-04-02T04:00:00Z,-3,-999,-3.4,59.5,8.8,-999,-999,98393
2022-04-02T05:00:00Z,-3,-999,-3.2,57.5,8.6,-999,-999,98393
2022-04-02T07:00:00Z,-1,-999,-3.2,56,11.2,-999,-999,98393
2022-04-02T08:00:00Z,16,-999,-2.8,51.1,12.3,-999,-999,98393
