"time","AirTemp_degC","Longwave_Wm-2","Latent_Wm-2","Sensible_Wm-2","Shortwave_Wm-2","lightExtinct_m-1","ShearVelocity_mS-1","ShearStress_Nm-2","Area_m2"
2009-06-08 23:00:00,16.669992065,744.014320362646,-108.297818423159,16.4695693572476,0,0.200694444444444,1.9739281529451,0.00596098818332993,3.6e+07
2009-06-09 00:00:00,15.71000061,738.908587561843,-121.870420247706,12.7318742664183,0,0.200231481481481,2.12532149890716,0.00670912352020761,3.6e+07
2009-06-09 01:00:00,14.750024415,733.746264276872,-136.377585569007,8.46075952890525,0,0.200079957356077,2.28484253421615,0.00753276448116387,3.6e+07
2009-06-09 02:00:00,13.780038455,728.356008069394,-148.683831900033,3.61561339268014,0,0.20023987206823,2.33846665846918,0.00781755858188314,3.6e+07
2009-06-09 03:00:00,12.79503784,722.780307915245,-158.707406348043,-1.59781064208318,0,0.200399786780384,2.29410098276914,0.00758154693186287,3.6e+07
2009-06-09 04:00:00,11.81002197,717.186991047031,-169.994187788654,-7.081881936602,0,0.200559701492537,2.28103647483349,0.00751253144158498,3.6e+07
2009-06-09 05:00:00,11.43000183,716.013976586695,-172.929103606175,-8.76996051899643,0,0.200719616204691,2.22577153765582,0.00722336580775928,3.6e+07
2009-06-09 06:00:00,11.655007935,716.733729508728,-167.131745029353,-6.79169941742539,32.5,0.200879530916844,2.11759441236058,0.00666984648996577,3.6e+07
2009-06-09 07:00:00,11.88001404,705.688535443901,-162.207191348439,-5.01085332427729,146.12400055,0.201039445628998,2.03424553097492,0.00625475173289875,3.6e+07
2009-06-09 08:00:00,12.49001465,697.533804222698,-161.210536831875,-1.43021916023685,298.94849395,0.201199360341151,2.13192050308374,0.00674213063873617,3.6e+07
2009-06-09 09:00:00,13.49002991,698.560863236892,-163.765193689739,4.1464004875792,448.4414978,0.201359275053305,2.40397797614067,0.0081705924440413,3.6e+07
2009-06-09 10:00:00,14.49002991,699.650523583485,-166.654742776466,9.67185196777343,600.77001955,0.201519189765458,2.68652105781607,0.00976051910390082,3.6e+07
2009-06-09 11:00:00,15.54000244,702.533884293062,-157.397718505143,14.4797365086464,729.11151125,0.201679104477612,2.58756212108986,0.00919177824838179,3.6e+07
2009-06-09 12:00:00,16.639993285,701.882126258741,-137.176240128381,17.5767192314083,830.53048705,0.201839019189765,2.1374255552236,0.00677029149912214,3.6e+07
2009-06-09 13:00:00,17.73999939,707.394246891258,-119.271119924945,19.6497131902048,873.17547605,0.201998933901919,1.75510623114388,0.00493942099200513,3.6e+07
2009-06-09 14:00:00,18.65000305,717.002846574132,-111.579586419068,21.7627550666885,852.77548215,0.202158848614072,1.68000973408312,0.00460574024767783,3.6e+07
2009-06-09 15:00:00,19.37000427,721.893530794701,-113.630616604154,23.707060161816,802.43499755,0.202318763326226,1.87191033485081,0.00547620818114798,3.6e+07
2009-06-09 16:00:00,20.09000549,727.068859300809,-115.336185687556,25.8715138536145,704.5079956,0.20247867803838,2.06864144608612,0.00642603064782745,3.6e+07
2009-06-09 17:00:00,20.25499878,729.150363101782,-112.262221586685,24.3212682277206,565.4960022,0.202638592750533,1.94997962322887,0.00584674929505986,3.6e+07
2009-06-09 18:00:00,19.86499939,725.797088754077,-105.399588095388,19.6902729212749,409.63250735,0.202798507462687,1.56624999464857,0.00411774507688824,3.6e+07
2009-06-09 19:00:00,19.475,723.733512741994,-101.01757137213,16.3785494861039,243.6894989,0.20295842217484,1.30304899609833,0.00306781089418725,3.6e+07
2009-06-09 20:00:00,18.369989015,719.741351593822,-106.874136415279,12.0768332398248,104.28399848,0.203118336886994,1.25385667147069,0.00288463867745696,3.6e+07
2009-06-09 21:00:00,16.544992065,711.899686266737,-121.949907245867,5.20689793659786,25.47599983,0.203278251599147,1.35519645325692,0.00326659940227355,3.6e+07
2009-06-09 22:00:00,14.71999512,704.306679441962,-138.042003486088,-2.71121087433028,0,0.203438166311301,1.47554351718336,0.00374290412213678,3.6e+07
2009-06-09 23:00:00,13.759988405,702.183861543783,-139.208151862876,-6.58146461662134,0,0.203598081023454,1.34984668168297,0.00324587301385565,3.6e+07
2009-06-10 00:00:00,13.65999756,705.737849828384,-125.654733737722,-5.66107846652394,0,0.203757995735608,1.00451853816657,0.00202301905166807,3.6e+07
2009-06-10 01:00:00,13.5650116,710.051056365959,-114.919826300941,-4.96668044071366,0,0.203917910447761,0.748614533652755,0.00126378234186802,3.6e+07
2009-06-10 02:00:00,13.46000061,714.847073103935,-112.756458511267,-4.74887031504291,0,0.204077825159915,0.71368715007568,0.0011707505683322,3.6e+07
2009-06-10 03:00:00,13.344995115,720.077703299331,-117.35891246214,-4.87000453291878,0,0.204237739872068,0.849436546051054,0.00154687221387005,3.6e+07
2009-06-10 04:00:00,13.234994505,725.976193845493,-122.062349171437,-4.97431718173178,0,0.204397654584222,0.993769786638872,0.00198836224964979,3.6e+07
2009-06-10 05:00:00,13.28998718,733.458693816149,-121.898496076512,-4.16143728506812,0,0.204557569296375,1.03004444594206,0.00210572322086396,3.6e+07
2009-06-10 06:00:00,13.51001892,738.388585042557,-119.80246620703,-2.60581079111116,14.73999977,0.204717484008529,1.03805620415111,0.00213196029619202,3.6e+07
2009-06-10 07:00:00,13.73002014,739.465232097062,-123.037318308597,-1.30353119663697,53.51999855,0.204877398720682,1.19959871424645,0.00268707132026183,3.6e+07
2009-06-10 08:00:00,14.22998962,742.233412597772,-122.197637113365,1.21329736474574,101.98199843,0.205037313432836,1.28079105877623,0.00298390118016713,3.6e+07
2009-06-10 09:00:00,15.004998775,746.638794429817,-115.207659544961,4.65880756770343,152.92349625,0.205197228144989,1.21123111293413,0.00272885914475981,3.6e+07
2009-06-10 10:00:00,15.77500305,751.248360300232,-108.853516272344,7.62405581164581,209.91949465,0.205357142857143,1.15238386568911,0.00251984519909082,3.6e+07
2009-06-10 11:00:00,16.40999756,755.280319937315,-104.22136849425,9.66976498763982,259.5569916,0.205517057569296,1.10913463950027,0.00237026117976063,3.6e+07
2009-06-10 12:00:00,16.904992675,758.650423139511,-101.289674590949,10.9784322784808,295.6779938,0.20567697228145,1.08313568512612,0.00228201793711127,3.6e+07
2009-06-10 13:00:00,17.394998165,762.172003937882,-99.2801392662225,12.1860596686557,318.18800355,0.205836886993603,1.08053156963196,0.00227328068875071,3.6e+07
2009-06-10 14:00:00,17.74500427,765.067390463386,-98.6211440597556,12.9086778753892,318.01400755,0.205996801705757,1.09801832999173,0.00233247078856284,3.6e+07
2009-06-10 15:00:00,17.96000061,767.259218795879,-99.5756776790137,13.3080998969573,299.3170013,0.20615671641791,1.1477948800966,0.00250398473061204,3.6e+07
2009-06-10 16:00:00,18.17499695,766.959848981127,-102.047920852404,13.9750352121526,282.14799495,0.206316631130064,1.2493141264852,0.00286768111610537,3.6e+07
2009-06-10 17:00:00,18.199990845,765.407612121595,-105.303190499546,14.0457655424994,245.09049985,0.206476545842217,1.35757506131338,0.00327555637335356,3.6e+07
2009-06-10 18:00:00,18.03998718,764.384148420475,-108.471701950809,13.4186153245561,177.6875,0.206636460554371,1.44680222136068,0.00362679271966545,3.6e+07
2009-06-10 19:00:00,17.87999878,756.297955343474,-111.38613686052,12.9236917002261,115.30099869,0.206796375266525,1.53721843466922,0.00399620238518694,3.6e+07
2009-06-10 20:00:00,17.385003665,747.948028848173,-112.316214258864,10.7743063744418,58.044000625,0.206956289978678,1.48288791668001,0.00377262405558485,3.6e+07
2009-06-10 21:00:00,16.55500183,744.596698073781,-111.644908574956,7.15108933286444,14.315999985,0.207116204690832,1.30013501364821,0.00305667182946182,3.6e+07
2009-06-10 22:00:00,15.725,741.094956921348,-111.694092808825,3.85378602680512,0,0.207276119402985,1.15201595338595,0.00251881424746575,3.6e+07
2009-06-10 23:00:00,15.12500916,738.950378107464,-113.582877255661,1.73166020205614,0,0.207436034115139,1.11374096655362,0.00238622719457745,3.6e+07
2009-06-11 00:00:00,14.760018925,738.240175822527,-116.94045795551,0.639554518110752,0,0.207595948827292,1.16905100252641,0.00257860587009624,3.6e+07
2009-06-11 01:00:00,14.39499817,737.543548484095,-120.677381733935,-0.493809340403727,0,0.207755863539446,1.23652056722774,0.0028207709010351,3.6e+07
2009-06-11 02:00:00,14.109994505,737.205284667407,-122.802920800657,-1.27640430131313,0,0.207915778251599,1.26189959747878,0.00291393220461323,3.6e+07
2009-06-11 03:00:00,13.90999756,737.259696997681,-124.332992049555,-1.66126507461675,0,0.208075692963753,1.2771060192248,0.00297027699761737,3.6e+07
